,1/11/2008,1/18/2008,1/25/2008,2/1/2008,2/8/2008,2/15/2008,2/22/2008,2/29/2008,3/7/2008,3/14/2008,3/20/2008,3/28/2008,4/4/2008,4/11/2008,4/18/2008,4/25/2008,5/2/2008,5/9/2008,5/16/2008,5/23/2008,5/30/2008,6/6/2008,6/13/2008,6/20/2008,6/27/2008,7/3/2008,7/11/2008,7/18/2008,7/25/2008,8/1/2008,8/8/2008,8/15/2008,8/22/2008,8/29/2008,9/5/2008,9/12/2008,9/19/2008,9/26/2008,10/3/2008,10/10/2008,10/17/2008,10/24/2008,10/31/2008,11/7/2008,11/14/2008,11/21/2008,11/28/2008,12/5/2008,12/12/2008,12/19/2008,12/26/2008,1/2/2009,1/9/2009,1/16/2009,1/23/2009,1/30/2009,2/6/2009,2/13/2009,2/20/2009,2/27/2009,3/6/2009,3/13/2009,3/20/2009,3/27/2009,4/3/2009,4/9/2009,4/17/2009,4/24/2009,5/1/2009,5/8/2009,5/15/2009,5/22/2009,5/29/2009,6/5/2009,6/12/2009,6/19/2009,6/26/2009,7/2/2009,7/10/2009,7/17/2009,7/24/2009,7/31/2009,8/7/2009,8/14/2009,8/21/2009,8/28/2009,9/4/2009,9/11/2009,9/18/2009,9/25/2009,10/2/2009,10/9/2009,10/16/2009,10/23/2009,10/30/2009,11/6/2009,11/13/2009,11/20/2009,11/27/2009,12/4/2009,12/11/2009,12/18/2009,12/24/2009,12/31/2009,1/8/2010,1/15/2010,1/22/2010,1/29/2010,2/5/2010,2/12/2010,2/19/2010,2/26/2010,3/5/2010,3/12/2010,3/19/2010,3/26/2010,4/1/2010,4/9/2010,4/16/2010,4/23/2010,4/30/2010,5/7/2010,5/14/2010,5/21/2010,5/28/2010,6/4/2010,6/11/2010,6/18/2010,6/25/2010,7/2/2010,7/9/2010,7/16/2010,7/23/2010,7/30/2010,8/6/2010,8/13/2010,8/20/2010,8/27/2010,9/3/2010,9/10/2010,9/17/2010,9/24/2010,10/1/2010,10/8/2010,10/15/2010,10/22/2010,10/29/2010,11/5/2010,11/12/2010,11/19/2010,11/26/2010,12/3/2010,12/10/2010,12/17/2010,12/23/2010,12/31/2010,1/7/2011,1/14/2011,1/21/2011,1/28/2011,2/4/2011,2/11/2011,2/18/2011,2/25/2011,3/4/2011,3/11/2011,3/18/2011,3/25/2011,4/1/2011,4/8/2011,4/15/2011,4/21/2011,4/29/2011,5/6/2011,5/13/2011,5/20/2011,5/27/2011,6/3/2011,6/10/2011,6/17/2011,6/24/2011,7/1/2011,7/8/2011,7/15/2011,7/22/2011,7/29/2011,8/5/2011,8/12/2011,8/19/2011,8/26/2011,9/2/2011,9/9/2011,9/16/2011,9/23/2011,9/30/2011,10/7/2011,10/14/2011,10/21/2011,10/28/2011,11/4/2011,11/11/2011,11/18/2011,11/25/2011,12/2/2011,12/9/2011,12/16/2011,12/23/2011,12/30/2011,1/6/2012,1/13/2012,1/20/2012,1/27/2012,2/3/2012,2/10/2012,2/17/2012,2/24/2012,3/2/2012,3/9/2012,3/16/2012,3/23/2012,3/30/2012,4/5/2012,4/13/2012,4/20/2012,4/27/2012,5/4/2012,5/11/2012,5/18/2012,5/25/2012,6/1/2012,6/8/2012,6/15/2012,6/22/2012,6/29/2012,7/6/2012,7/13/2012,7/20/2012,7/27/2012,8/3/2012,8/10/2012,8/17/2012,8/24/2012,8/31/2012,9/7/2012,9/14/2012,9/21/2012,9/28/2012,10/5/2012,10/12/2012,10/19/2012,10/26/2012,11/2/2012,11/9/2012,11/16/2012,11/23/2012,11/30/2012,12/7/2012,12/14/2012,12/21/2012,12/28/2012,1/4/2013,1/11/2013,1/18/2013,1/25/2013,2/1/2013,2/8/2013,2/15/2013
1.0_10_250,88142,69142,45722,34656,17458,13589,14885,10738,8778,5580,-19512,-23440,-38034,-36777,-49904,-43204,-43662,-40303,-35255,-42688,-35417,-29228,-31369,-24212,-26949,-27549,-33188,-41831,-49276,-49687,-60111,-53409,-56504,-38026,-51266,-65958,-97873,-114777,-140667,-164467,-175882,-207766,-237044,-247618,-279363,-302604,-322169,-333335,-342749,-337376,-329746,-320290,-308184,-318651,-311323,-317357,-322933,-325475,-318310,-313689,-309932,-329919,-323588,-313931,-300078,-283623,-263067,-244983,-224929,-221265,-212006,-193181,-163747,-143865,-114971,-102490,-73520,-41782,-15689,-25323,-379,22100,48421,80576,116933,150994,172907,208250,217896,252657,288117,299498,332828,359884,355422,378754,404972,432356,461694,480245,505581,529874,551306,578856,592536,610257,627293,639510,649038,670866,691459,708658,721903,742177,760078,772226,793536,811733,824740,834938,832086,800351,797672,768845,770270,774050,776646,784530,774209,745846,742956,748397,745919,755344,761823,748799,751209,748566,744226,754663,763087,771055,785601,791118,799833,812965,822607,824272,829116,830529,839727,833736,845317,852594,865745,885554,887215,888470,891850,898956,893438,903110,911987,916373,923823,919482,916562,921892,933522,943232,948865,953229,960136,955841,969556,982921,991408,990137,991911,1001761,999103,979089,988754,995617,998063,988278,954426,946998,932774,929390,928666,914616,894378,868128,861437,841324,835829,834374,824649,819637,825368,824678,826856,809326,819958,815264,821617,840954,855178,867370,880004,892437,900293,920866,937779,961990,976718,989851,1002474,1018970,1037129,1057213,1078052,1092608,1101947,1117087,1129317,1128384,1135367,1137468,1133080,1140365,1146233,1155364,1167401,1176609,1184899,1187102,1197087,1206117,1223528,1241887,1263375,1279228,1282636,1293488,1303659,1315305,1323987,1320968,1328901,1333066,1339720,1336277,1341471,1351820,1361833,1369736,1370519,1388385,1374017,1382935,1396486,1406340,1415120,1427030,1439807
2.0_5_250,95509,75040,61393,53341,37925,35840,38672,36340,38796,37060,19471,20725,6558,6633,-3411,1050,824,2409,5691,-476,2828,8630,9932,16769,11437,9457,6069,-1363,-5289,-5730,-13416,-6697,-9000,6800,-7358,-18371,-45751,-55305,-65770,-76034,-84316,-103741,-119419,-127492,-146752,-170183,-176740,-181996,-186855,-181768,-171705,-158510,-152718,-157299,-152545,-151897,-157615,-152959,-147906,-143400,-141084,-160770,-154195,-146481,-141288,-131483,-114454,-99373,-84347,-79059,-68505,-49105,-26383,-9366,18082,34046,60175,86155,111633,104546,124412,145903,168691,203125,230673,259386,280972,307232,314818,348925,380083,395925,426990,452489,449243,469576,491758,519570,545496,565751,589362,610687,630207,656694,670885,687024,698443,704645,716371,729219,744155,762057,775010,792135,808665,818612,835790,851503,861842,866333,864834,833955,830586,806637,807664,811153,813446,818492,804491,778758,775433,780078,778141,782615,790437,775743,779328,778285,772701,778131,786079,795355,806410,812324,819170,830188,837794,836436,839476,845316,851317,845821,852683,861112,874472,893023,894601,895595,898412,904130,902746,911176,920402,922653,928992,924432,924756,929780,940637,950090,957475,960690,966327,963895,975651,985392,992514,990305,993895,1002804,1005334,986132,992718,1000726,1000022,991790,961280,960412,950024,951378,953873,944989,930598,906815,903873,898206,895491,894981,886791,885478,888743,889215,891369,874091,881982,879828,887036,905869,917154,925146,938116,946616,950196,964675,983030,999955,1015017,1029554,1040140,1059505,1074991,1091493,1104728,1117863,1124144,1135161,1143566,1144298,1151684,1155046,1155961,1165268,1172618,1176065,1183641,1195142,1201923,1203218,1208767,1217841,1237067,1250993,1272185,1279914,1283013,1292888,1302119,1312567,1318462,1316450,1323772,1330690,1336649,1337095,1343651,1354816,1362576,1370369,1373229,1388353,1370064,1375711,1389786,1397293,1403974,1415153,1429313
1.75_10_300,95800,81546,67304,62126,51259,50874,52182,51852,52622,52699,34894,36373,29922,32899,23907,26946,29182,30961,35169,31842,33022,40066,38537,45467,44703,44254,40580,36091,33213,33848,23426,28486,30295,43402,32294,24895,47,-9911,-22849,-35991,-37618,-56179,-70913,-72341,-101681,-114562,-119492,-122139,-125177,-119779,-108868,-100433,-93480,-97053,-93172,-90021,-93187,-87238,-82424,-79341,-75951,-92024,-85059,-79311,-70065,-57481,-42767,-27258,-10128,-4498,6428,21875,43948,63233,85085,99570,119964,146032,171454,169578,185809,205325,229540,257771,287671,317025,343683,371411,383931,411187,442270,460182,487980,512229,511342,527287,549243,569626,593598,613661,636979,656504,674446,694501,707885,724055,739074,749222,756715,771630,784372,798641,814661,829588,844666,854821,871693,886869,897131,904997,904632,871910,870249,845677,847371,849693,854142,859022,851058,823819,823224,827558,825947,830904,834412,824759,827397,830580,829241,834458,839240,846473,855942,861378,867436,876819,884888,885570,888344,893231,898958,895801,902943,907684,918589,932711,934969,937874,942245,946443,944602,949903,957951,962384,968475,965313,965184,970085,977950,986974,993818,996609,1003920,999398,1008897,1019267,1026560,1026719,1031348,1035842,1039364,1018830,1023674,1028386,1030200,1023600,992859,993028,987924,989150,991299,986168,970407,946199,944188,940269,939744,939186,929393,929712,935575,936604,937300,931111,937426,936757,941766,952669,960348,969814,978938,986753,992801,1006730,1020610,1037492,1050329,1062250,1071790,1084681,1100226,1116600,1130771,1139849,1148082,1159194,1169065,1169796,1174766,1177218,1175942,1185663,1194230,1199594,1209300,1215541,1222444,1222782,1228993,1233519,1244520,1259166,1276435,1287193,1289768,1296481,1308106,1316256,1322982,1322761,1329109,1332418,1334699,1334202,1339625,1345191,1350828,1357885,1359006,1370038,1355294,1360820,1371015,1377236,1384241,1393276,1403969
1.25_10_250,91578,75154,56371,46806,31578,29737,30950,27429,25962,24959,2545,-608,-13168,-12961,-24416,-21213,-19883,-17148,-13359,-20310,-14682,-7569,-9978,-3155,-8951,-10549,-16538,-25363,-30980,-32878,-43322,-37673,-41323,-24307,-39948,-52571,-81398,-97182,-118992,-138113,-142735,-168456,-190509,-198966,-228963,-249456,-263260,-271585,-277490,-272595,-263792,-257285,-246965,-256255,-250075,-251872,-258719,-256512,-252614,-250085,-247383,-265578,-259152,-251262,-239606,-222596,-204440,-187898,-167355,-162785,-152031,-134096,-108485,-90332,-64432,-50850,-24339,7011,35283,27256,48455,70326,95990,126374,160385,192972,214739,246848,257800,289374,323334,336266,368835,395647,392878,412703,438171,462519,490092,508744,533969,557048,577584,602323,616356,634240,649093,660488,669239,688710,705298,722216,737285,755829,773067,785371,805437,822768,834136,841901,839709,807853,803932,776661,778246,782270,785463,792224,781921,754980,753344,758959,756987,763964,770018,756251,758793,756463,752032,760324,766621,774208,786766,793638,800916,812858,822263,822356,826414,829060,838034,831194,841079,848193,860893,879518,881306,882673,885989,892232,889035,897277,903545,908353,916630,910746,909451,915241,925376,935255,941775,944635,953107,948980,961405,974507,981857,979464,982538,990244,989791,971149,978205,985129,986927,977130,943996,941364,931555,930399,929735,917473,899479,872902,866691,850541,846983,846065,836111,831612,837528,836493,837347,822497,831291,827843,833442,849751,861033,872725,883140,893644,899935,916992,933005,954147,968217,980400,992015,1006731,1024900,1043629,1062236,1075388,1083245,1094576,1104905,1105095,1112006,1113218,1108365,1117627,1124760,1132853,1145949,1153699,1160810,1160702,1168445,1177790,1192778,1208165,1228376,1239391,1240547,1249539,1258467,1268204,1275072,1273601,1280171,1284406,1288618,1285200,1290244,1299391,1307564,1314307,1315624,1330583,1311843,1318413,1331827,1340477,1347914,1358537,1369891
1.5_21_350,96562,82686,76890,74826,68099,70482,72713,73242,75635,76515,63149,62023,55702,59306,54603,56522,62384,65013,65616,63380,66763,73906,73640,80225,82301,81290,80958,76040,75339,75497,68531,72481,75678,83357,71501,62411,39968,30047,17137,4608,3753,2193,-1111,-1842,-23942,-40274,-41757,-41599,-42182,-38416,-31526,-25120,-17377,-22291,-15490,-9459,-11199,-3962,2829,7635,11406,5947,11728,16523,21687,27190,40202,52686,66162,72820,84474,98091,113137,131821,151037,166706,187995,207895,230209,229853,250712,268226,281744,301400,325198,353824,378653,406711,418052,441474,462841,478669,506399,527792,529785,546437,565122,583073,598252,613796,635871,656809,672491,688398,699476,713754,726727,740063,748835,756903,767128,782168,795859,807946,819857,826469,836998,850465,860020,866686,868169,834548,833829,819623,822298,821946,824091,829117,821192,797966,799257,802812,801115,806203,808211,804617,808769,811726,812471,817494,823090,826839,832903,837425,841533,848388,854169,856118,861789,867253,871456,870272,877935,883117,888900,896904,900695,907583,912799,919072,920307,925922,930647,933676,940263,941087,940419,945778,951545,959287,965462,970479,978364,974602,981793,989687,996401,998493,1002640,1008762,1013524,998024,1003036,1007102,1007189,1003447,966985,964170,959770,960187,961485,960632,948359,927126,925259,922338,923100,924297,916994,917895,922020,924868,926113,918829,925732,925644,931795,939299,944865,951575,956701,961284,965537,975744,987375,998242,1008820,1019660,1025529,1038209,1049284,1058539,1071837,1083439,1091348,1102317,1112685,1114431,1117248,1119257,1120857,1130346,1136040,1142713,1152179,1158869,1167464,1170246,1175717,1181536,1190718,1197626,1208869,1218287,1225785,1232425,1239194,1243822,1249445,1248586,1253962,1255640,1259762,1260373,1265419,1269371,1272054,1278786,1279417,1286691,1277456,1284104,1291912,1295659,1300861,1307305,1315113
2.0_10_300,97032,85579,76023,73021,64465,64535,66250,65646,68252,68395,54074,55314,52206,55198,48761,50585,52356,54901,57565,55056,56563,63510,63543,69543,68462,67054,65174,61820,61364,61454,51406,54988,56711,67809,54001,47860,26645,18935,11641,3581,3034,-10852,-19549,-19964,-44190,-54260,-58335,-59681,-62928,-59164,-49079,-41662,-35322,-36732,-34573,-30542,-35555,-29061,-24463,-22724,-17930,-29227,-25030,-20734,-15157,-5396,6909,20037,34664,42535,52424,66637,86422,105059,124757,139268,157415,180476,205107,207817,221619,239054,260919,286330,313820,340789,366303,390627,403675,428483,458008,475789,501396,523444,522018,535254,554663,573222,595477,615677,637699,655885,671321,689612,701520,716943,728875,737017,743215,755391,766299,778553,793484,806935,820852,829877,844818,858590,867917,874808,874495,842021,839939,819063,819885,821309,825161,828494,822550,797517,797390,801602,800098,804304,806963,799210,801480,804557,803081,807664,811466,818178,826506,831121,836341,844434,851619,851803,854195,858521,863780,861003,866570,870261,879730,891515,893370,896213,899706,903637,903174,907865,913993,918066,923427,918683,920025,923974,930007,937823,945242,947607,954876,952829,960908,969644,976890,976490,979696,984325,987700,968898,972392,976718,978245,973741,945045,944848,940670,942006,944241,940346,928073,904964,903880,899963,899468,899400,889483,889890,893804,894769,896149,892143,896870,896250,900419,909683,915110,924081,930153,936897,941744,954167,966601,981050,993529,1004781,1013747,1025455,1040394,1053943,1066245,1074774,1084719,1095528,1104844,1104841,1108121,1108449,1107253,1115714,1123229,1127746,1135243,1141210,1146684,1146667,1152116,1156381,1165310,1178137,1193559,1202429,1206114,1211423,1221522,1227725,1234064,1234553,1240409,1242555,1245523,1245514,1250477,1255250,1259972,1266790,1267786,1276951,1262957,1267970,1276744,1282032,1287361,1295626,1306054
1.75_21_400,97535,87297,85106,85615,83411,85714,87657,87958,90580,91974,82427,81916,78363,81174,78857,79092,84683,88039,89911,89812,93126,99805,101562,107441,110443,110025,110532,109217,109819,110156,104875,108160,110910,117321,109643,104802,86446,81414,72220,64936,65028,63831,62625,63259,48567,39152,39645,40245,40366,43297,48041,52824,59703,59480,65137,69343,72075,79678,85868,90732,94812,91989,96739,100534,104011,108174,119276,130460,143170,148014,157798,168988,180688,196363,212897,227516,245295,261403,280734,282210,300739,315732,326535,342441,363576,388567,413268,438335,449019,468616,487152,503850,529283,547641,551040,565446,581355,596055,608077,621588,640578,659275,673189,686612,698714,711664,723778,734932,741917,748404,756252,768809,779845,790132,799747,806302,815018,827141,837375,842419,846103,816790,816708,808865,810564,810840,812981,817596,815376,799097,800636,803259,804637,807241,808934,807366,809809,812891,816084,819213,823777,827428,831847,834467,838539,843949,847589,850471,855439,859450,863738,863519,869622,873423,878717,884685,889781,896798,902504,908641,910266,914695,918726,921766,927199,928145,928428,932766,937987,944290,949501,954150,961203,959139,964823,970560,976692,981066,984198,988358,991381,980003,984211,987657,989150,990066,956362,955722,952746,953028,954413,955027,947625,929071,930175,928517,929894,930219,925301,927479,930687,933778,935911,930785,935637,935966,940263,945415,949863,956745,960895,965785,970136,978333,987993,997206,1006766,1018230,1025053,1035431,1044939,1052121,1064280,1073660,1080722,1090224,1100072,1103117,1105913,1108829,1111370,1119548,1125299,1130737,1137412,1144550,1151638,1155880,1161516,1165419,1172983,1178412,1188040,1196103,1205620,1212987,1218745,1223337,1229145,1229248,1234777,1236890,1240505,1242088,1246307,1249495,1253505,1259021,1260134,1266059,1262177,1267622,1274540,1277655,1283222,1290104,1297704
1.25_21_300,91313,75034,67822,63472,53369,54830,56240,55031,53497,54034,37578,36787,26533,30772,21796,23704,28693,29795,30730,27213,30048,37881,37116,43959,41602,41065,37676,30765,27046,26917,17458,21474,23470,33039,21296,7908,-17953,-28769,-44354,-60483,-62974,-68172,-74414,-78571,-105427,-126664,-131683,-134192,-136217,-133460,-124446,-117253,-108185,-117354,-110696,-105730,-109518,-103589,-99614,-95027,-92567,-100683,-97848,-92179,-87144,-79102,-62465,-49370,-33774,-28486,-16886,29,17938,36936,59327,76435,101119,124187,149340,147260,170464,191047,207301,231492,259221,288869,312663,343301,353482,378659,403905,419370,449285,472947,471561,490657,512906,533008,551259,568349,592133,613712,632303,650828,663299,679276,691453,705329,714909,725860,737829,753356,766883,781975,795109,802883,816194,832195,842399,847722,848019,813660,811059,789432,790962,790362,793489,798807,790099,763669,764009,767475,764691,769283,772648,765607,770253,772233,771693,778508,785422,790476,796639,800558,806670,814459,822419,822106,826415,833269,839102,834676,842834,849723,855745,866733,869916,875527,881041,886722,887611,892003,897334,901024,907148,904191,903257,906233,912971,922385,927531,932110,938877,936287,946075,956006,963208,963821,967503,974239,978518,960345,965885,970819,971077,966206,929710,925173,919707,920253,922901,918319,902740,879281,876679,869787,868959,869411,859209,859303,864687,863684,865104,852200,860507,860581,866069,876115,882710,891913,897148,904068,910100,921106,934634,947622,957935,970961,979175,993366,1006432,1017826,1031894,1045514,1052715,1063580,1074444,1075241,1076861,1077323,1077971,1087541,1094140,1100495,1110026,1118269,1127119,1127515,1132811,1139815,1151339,1159455,1173150,1182708,1187376,1194872,1202696,1208404,1214376,1213099,1218947,1220302,1224009,1222305,1228498,1234421,1238182,1243386,1245944,1254959,1239715,1246705,1256054,1257650,1263035,1270589,1278439
1.5_10_250,94245,79705,64716,57074,44793,43634,45108,41581,39241,39423,20674,19161,8393,10111,-809,830,2275,5245,8133,2104,5780,13510,11031,16913,12118,10509,5222,-1687,-6305,-7594,-17408,-13222,-13870,873,-17128,-27102,-52942,-66561,-82997,-96893,-99087,-119319,-137225,-140906,-169346,-186152,-197705,-202461,-207447,-203518,-194383,-189643,-181453,-189019,-184188,-183291,-189293,-185363,-180042,-177741,-176310,-192804,-186911,-180070,-173163,-158787,-143360,-127264,-110624,-105911,-95950,-79585,-58249,-38903,-14884,-279,22666,50672,78499,72907,91493,112329,136148,165088,197237,228448,252321,280868,293745,322145,354481,368356,397040,422789,421800,438507,462791,483839,509926,529091,552958,574410,592949,615186,628894,644436,656795,666768,674636,691358,705278,719735,732245,748811,763863,775058,792728,808476,818172,825688,824542,793880,791273,766454,768080,771752,775686,781685,772720,747033,746053,750691,747475,753145,758370,745623,747357,745908,741684,747762,752025,758436,769477,774124,780070,790882,800839,797809,801331,806035,812767,805480,813018,819622,830805,847783,849678,849932,851915,856690,855093,861998,868222,871839,878724,872194,871560,876414,885223,894515,900775,903089,909373,904541,915374,927631,934829,930553,934439,940795,941365,921555,927013,932449,933575,924943,894275,893174,886130,886396,887741,877717,862073,836790,833832,824206,821595,821086,810003,807785,814623,812878,813319,802401,809738,808059,813321,826771,835356,844993,853443,862727,866611,882419,897925,915179,927881,939925,950770,964776,980627,996006,1011434,1022351,1028880,1038995,1047199,1047139,1052146,1051177,1048149,1058015,1063664,1070638,1081630,1087562,1093525,1090878,1097655,1104323,1116685,1130524,1148738,1155121,1156092,1164575,1175573,1183690,1190123,1188728,1196316,1200177,1203391,1200326,1206435,1213890,1221208,1227454,1228717,1240479,1222812,1229599,1241277,1246505,1252853,1263642,1274471
1.75_5_200,93979,76996,61996,51982,37656,36204,35628,30504,31893,29980,12429,12046,-1854,-2539,-12047,-8504,-11305,-11179,-8630,-13923,-8792,-2554,-2925,2692,-3744,-5786,-10890,-20797,-25325,-26126,-34053,-29033,-35345,-17883,-32183,-43347,-67970,-78020,-90915,-103562,-115235,-135633,-152794,-162841,-183488,-205508,-212271,-222067,-228849,-226426,-216367,-209443,-204398,-212322,-206752,-209518,-215548,-213689,-210085,-208758,-209005,-225966,-222793,-214913,-211877,-199938,-181824,-168735,-154820,-150628,-140925,-121038,-104497,-89179,-61344,-45971,-18948,8919,34308,26704,47705,69439,92700,127145,155854,184658,205243,230814,237614,272817,303918,319024,350838,377400,374857,395339,418941,445773,472777,490508,514122,536852,555873,583452,596559,612478,619694,627271,636193,650299,666282,683110,695251,713723,729174,737576,754768,770518,779339,781909,778972,753302,750402,728838,725496,727986,729367,734538,718286,695717,687744,691285,687980,692766,699387,685602,688691,683156,675967,682024,690093,696890,707483,711014,718743,729084,738042,732648,733515,738203,744459,738579,745740,754156,766499,784315,785584,787513,790286,796269,793159,801689,810752,808480,813208,808325,806877,812499,822634,831267,839723,841644,847379,841103,851757,861965,869557,866889,872014,881421,882722,865343,870502,877781,879027,872099,844924,844241,832080,832123,831824,821012,807134,783444,779317,771473,768435,763773,755232,750372,753601,751479,752911,736878,745313,741976,747772,766806,777626,786445,799443,808237,811236,826740,843561,859698,873082,888096,900443,920494,935899,951568,965715,980295,985404,994987,1002650,998780,1005805,1000662,999207,1008243,1013516,1019000,1027229,1036186,1042663,1039707,1045725,1055175,1073809,1089167,1110467,1117037,1117398,1127386,1136130,1147404,1154682,1152695,1160408,1163023,1165850,1164028,1170491,1181990,1189947,1194605,1196741,1213686,1197155,1204122,1217563,1221972,1229669,1241297,1255128
2.0_5_200,95181,78392,66415,56878,44402,43399,44318,40892,42896,40830,25996,27052,14032,13996,5664,8620,6324,6613,8888,3041,6451,13115,13267,18755,13817,12415,9375,244,-3682,-3823,-10714,-4913,-9163,6622,-6782,-16317,-39643,-48253,-57758,-66850,-75009,-91338,-104006,-113591,-130353,-149542,-154929,-161812,-166834,-165749,-156357,-150628,-144896,-151451,-146797,-147357,-153373,-151506,-147782,-147177,-146491,-162986,-160166,-153937,-152702,-142247,-126058,-114515,-100253,-96705,-86635,-67435,-53128,-37671,-10167,6009,31998,57048,81216,73725,91950,113075,134773,168405,195483,223226,244042,267537,275820,309276,339248,354357,384768,410387,408074,426076,448038,474260,499386,517467,540236,561022,579306,605483,619318,634309,639848,645974,654525,667365,681505,697399,709758,726512,742388,751299,767039,781540,790605,793384,790974,765565,763006,742617,742542,745104,745117,749857,734869,712770,706631,710256,707027,711043,717043,703447,706561,700923,694824,699340,707358,714295,724000,727601,734747,744393,752479,746222,748002,753458,759869,755687,762031,770574,782456,799697,801071,802065,803580,808818,807492,816050,825620,824140,829068,824438,823642,826981,837272,846271,853524,855689,861788,857313,867724,877493,884771,881599,885519,893661,896507,880164,885056,891701,891767,885165,860489,859719,850407,850930,851898,842229,829300,806972,804488,798851,796248,793967,785426,782408,786093,785505,786478,771787,778502,775327,780909,798702,807479,814813,826557,834419,836280,850241,867009,882280,895390,910213,921124,939795,954429,969091,981649,994540,999684,1008577,1015947,1014035,1021469,1015137,1014827,1024426,1029959,1034566,1040642,1050538,1056722,1054023,1058486,1067456,1085544,1099430,1120302,1124758,1126327,1134705,1143199,1153477,1159731,1157501,1164643,1166253,1167904,1167558,1173984,1184877,1192286,1198289,1200355,1215377,1197044,1202855,1216020,1220363,1227654,1238622,1251471
